"","fasta_header","domain","domain_conf","phylum","phylum_conf","class","class_conf","order","order_conf","family","family_conf","genus","genus_conf"
"62","LN612835.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.83,NA,0.6
"63","LN612836.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.85
"64","LN612837.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",1,"Anaerovorax",0.99
"65","LN612838.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",0.99
"66","LN612839.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.8
"67","LN612840.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.99,NA,0.54
"68","LN612841.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",1
"69","LN612842.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,NA,0.78
"70","LN612843.1","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.93,"Clostridiales",0.93,NA,0.49,NA,0.47
"71","LN612844.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.85
"72","LN612845.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.3
"73","LN612846.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.99,"Bacteroidales",0.99,NA,0.35,NA,0.35
"74","LN612847.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,"Actinomycetaceae",0.84,"Actinobaculum",0.83
"75","LN612848.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.39,NA,0.38
"76","LN612849.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.41
"77","LN612850.1","Bacteria",1,"Fibrobacteres",1,"Fibrobacteria",1,"Fibrobacterales",1,"Fibrobacteraceae",1,"Fibrobacter",1
"78","LN612851.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"79","LN612852.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.8
"80","LN612853.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.85
"81","LN612854.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.99
"82","LN612855.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.12
"83","LN612856.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"84","LN612857.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.67
"85","LN612858.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.48
"86","LN612859.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",1,"Neisseriaceae",1,NA,0.71
"87","LN612860.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.91,"Bacteroidales",0.91,NA,0.35,NA,0.35
"88","LN612861.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.8
"89","LN612862.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.99
"90","LN612863.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"91","LN612864.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.98,"Hallella",0.84
"92","LN612865.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.83
"93","LN612866.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.82
"94","LN612867.1","Bacteria",1,"Firmicutes",0.89,NA,0.49,NA,0.49,NA,0.44,NA,0.28
"95","LN612868.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.68
"96","LN612869.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.95
"97","LN612870.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,"Actinomycetaceae",0.81,NA,0.77
"98","LN612871.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.93
"99","LN612872.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.98
"100","LN612873.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.74
"101","LN612874.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.66,NA,0.6
"102","LN612875.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.71
"103","LN612876.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"104","LN612877.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"105","LN612878.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.93
"106","LN612879.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",1,"Mogibacterium",0.98
"107","LN612880.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.81
"108","LN612881.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",0.99
"109","LN612882.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.95
"110","LN612883.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.71,NA,0.64
"111","LN612884.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"112","LN612885.1","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.94,"Clostridiales",0.94,"Ruminococcaceae",0.87,NA,0.44
"113","LN612886.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.99
"114","LN612887.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.57
"115","LN612888.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.61
"116","LN612889.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.34
"117","LN612890.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,"Atopobium",1
"118","LN612891.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",1
"119","LN612892.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.97,"Bacteroidales",0.97,NA,0.65,NA,0.36
"120","LN612893.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,NA,0.72
"121","LN612894.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.35
"122","LN612895.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.72
"123","LN612896.1","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.95,"Clostridiales",0.95,NA,0.5,NA,0.46
"124","LN612897.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",1
"125","LN612898.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.97,"Bacteroidales",0.97,NA,0.53,NA,0.27
"126","LN612899.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.89
"127","LN612900.1","Bacteria",1,"Proteobacteria",1,"Epsilonproteobacteria",1,"Campylobacterales",1,"Campylobacteraceae",1,"Campylobacter",1
"128","LN612901.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.95,NA,0.21
"129","LN612902.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.9
"130","LN612903.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"131","LN612904.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.99
"132","LN612905.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.7,NA,0.63
"133","LN612906.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"134","LN612907.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.99,NA,0.66
"135","LN612908.1","Bacteria",1,NA,0.65,NA,0.53,NA,0.27,NA,0.2,NA,0.2
"136","LN612909.1","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.93,"Clostridiales",0.93,NA,0.49,NA,0.47
"137","LN612910.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.98,NA,0.65
"138","LN612911.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"139","LN612912.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"140","LN612913.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.73,NA,0.6
"141","LN612914.1","Bacteria",1,"Firmicutes",1,"Clostridia",0.99,"Clostridiales",0.99,"Ruminococcaceae",0.9,NA,0.77
"142","LN612915.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.57,NA,0.57
"143","LN612916.1","Bacteria",1,NA,0.54,NA,0.54,NA,0.54,NA,0.54,NA,0.54
"144","LN612917.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.55,NA,0.55
"145","LN612918.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.83
"146","LN612919.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.56,NA,0.56
"147","LN612920.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"148","LN612921.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,"Atopobium",1
"149","LN612922.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"150","LN612923.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.73,NA,0.6
"151","LN612924.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"152","LN612925.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,"Howardella",0.86
"153","LN612926.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Howardella",1
"154","LN612927.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.72,NA,0.56
"155","LN612928.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.7
"156","LN612929.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.74
"157","LN612930.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,NA,0.56,NA,0.51
"158","LN612931.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.7,NA,0.53
"159","LN612932.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.53
"160","LN612933.1","Bacteria",1,"Proteobacteria",1,"Epsilonproteobacteria",1,"Campylobacterales",1,"Campylobacteraceae",1,"Campylobacter",1
"161","LN612934.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.95
"162","LN612935.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"163","LN612936.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.9
"164","LN612937.1","Bacteria",1,"Firmicutes",0.94,NA,0.6,NA,0.6,NA,0.45,NA,0.33
"165","LN612938.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.75
"166","LN612939.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Actinomycetales",1,NA,0.65,NA,0.55
"167","LN612940.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.95
"168","LN612941.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.87
"169","LN612942.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.95
"170","LN612943.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"171","LN612944.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.86
"172","LN612945.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",1,"Prevotella",0.96
"173","LN612946.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"174","LN612947.1","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.93,"Clostridiales",0.93,NA,0.49,NA,0.47
"175","LN612948.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,NA,0.57
"176","LN612949.1","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.95,"Clostridiales",0.94,NA,0.49,NA,0.49
"177","LN612950.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",1,"Bacteroidales",1,"Prevotellaceae",0.95,NA,0.67
"178","LN612951.1","Bacteria",1,NA,0.52,NA,0.52,NA,0.52,NA,0.52,NA,0.52
"179","LN612952.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Ruminococcus",0.97
"180","LN612953.1","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",1
"181","LN612954.1","Bacteria",1,"Bacteroidetes",1,"Bacteroidia",0.99,"Bacteroidales",0.99,"Porphyromonadaceae",0.96,NA,0.62
"182","LN612955.1","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,NA,0.64
"183","LN612956.1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"184","LN612957.1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",1,"Desulfobulbaceae",1,"Desulfobulbus",1
"185","LN612958.1","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",0.96,NA,0.74
"186","LN612959.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",0.99
"187","LN612960.1","Bacteria",1,"Firmicutes",1,"Clostridia",0.95,"Clostridiales",0.95,NA,0.28,NA,0.24
"188","LN612961.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Clostridiales_Incertae Sedis XIII",0.95,"Anaerovorax",0.95
"189","LN612962.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",0.99
"190","LN612963.1","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.84,NA,0.51
"191","LN612964.1","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Syntrophococcus",1
"192","LN612965.1","Bacteria",1,"Firmicutes",1,"Erysipelotrichia",1,"Erysipelotrichales",1,"Erysipelotrichaceae",1,NA,0.61
