"","fasta_header","domain","domain_conf","phylum","phylum_conf","class","class_conf","order","order_conf","family","family_conf","genus","genus_conf"
"67","9ffdf186fdcaaf1cd753b34406e876b8","Bacteria",1,NA,0.55,NA,0.3,NA,0.3,NA,0.12,NA,0.09
"68","e83bea2c07933bc5d916d360fb98d385","Bacteria",1,"Bacteroidetes",0.89,NA,0.79,NA,0.79,NA,0.08,NA,0.08
"69","49bcfa7592f990ef9e9f0da0dda05f3d","Bacteria",1,"Bacteroidetes",0.93,NA,0.22,NA,0.22,NA,0.14,NA,0.14
"70","d49b1901ca70e4c9335d3543486c75bb","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",0.99,"Succiniclasticum",0.99
"71","2f327c143fd05d389fd5145e5b928256","Bacteria",1,"Bacteroidetes",0.85,NA,0.67,NA,0.67,NA,0.29,NA,0.29
"72","77b19e20dde0b69f271e12ccda7adb23","Bacteria",1,"Bacteroidetes",0.86,NA,0.67,NA,0.67,NA,0.63,NA,0.13
"73","cc87186f9088750cb58e71e40db05815","Bacteria",1,"Firmicutes",0.81,NA,0.73,NA,0.73,NA,0.26,NA,0.21
"74","17d63aa157a482306a7acc9f2a2718e5","Bacteria",1,"Fibrobacteres",0.92,"Fibrobacteria",0.92,"Fibrobacterales",0.92,"Fibrobacteraceae",0.92,"Fibrobacter",0.92
"75","07f33b7993880005ee1450fbec45c6b7","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.43
"76","af725abc57b2428a8c3b429a15ab32ed","Bacteria",1,"Bacteroidetes",0.94,"Bacteroidia",0.88,"Bacteroidales",0.88,NA,0.79,NA,0.72
"77","4a7695e42a0ab6138715be07e546941c","Bacteria",1,"Firmicutes",0.97,"Clostridia",0.97,"Clostridiales",0.97,"Ruminococcaceae",0.82,NA,0.29
"78","0479926315b8bb6d78a06ef336430c05","Bacteria",0.97,NA,0.44,NA,0.13,NA,0.1,NA,0.1,NA,0.04
"79","14986cef60955ede63f52796de421f8b","Bacteria",0.97,"Firmicutes",0.84,"Clostridia",0.81,"Clostridiales",0.8,NA,0.7,NA,0.33
"80","eeb2b1e9213f866d2e733fc9a72223ff","Bacteria",1,NA,0.78,NA,0.74,NA,0.74,NA,0.59,NA,0.48
"81","7fc180d4b0be3be6781b66beb832365d","Bacteria",1,"Firmicutes",0.91,"Clostridia",0.91,"Clostridiales",0.91,"Ruminococcaceae",0.83,NA,0.3
"82","ece960cccf63d7c4fa53e47deda54532","Bacteria",1,"Bacteroidetes",0.97,NA,0.32,NA,0.32,NA,0.28,NA,0.16
"83","775443a25a9e882339963b24c51f2cac","Bacteria",1,"Proteobacteria",0.93,NA,0.53,NA,0.22,NA,0.17,NA,0.16
"84","87dba74346b3ad1c64eb3312f9617429","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",0.97,"Neisseriales",0.95,"Neisseriaceae",0.95,NA,0.47
"85","0f236b8416019ee26ac5d9187b34960c","Bacteria",0.98,NA,0.6,NA,0.39,NA,0.39,NA,0.32,NA,0.28
"86","bc01e1aea38cde837b07a7af1ed73aaf","Bacteria",0.99,NA,0.75,NA,0.69,NA,0.65,NA,0.41,NA,0.21
"87","a42e3e01624c73d39bc06583c65315d0","Bacteria",0.99,NA,0.77,NA,0.36,NA,0.36,NA,0.12,NA,0.12
"88","7bb5cee38d0b3c34c4d3bcfb29a8846b","Bacteria",1,NA,0.77,NA,0.76,NA,0.76,NA,0.2,NA,0.06
"89","83a00c49aac5c1e24a9108d72092b123","Bacteria",1,NA,0.72,NA,0.72,NA,0.72,NA,0.72,NA,0.72
"90","b5e92399040c50fc94cd1e2ec54c4819","Bacteria",0.99,NA,0.61,NA,0.59,NA,0.59,NA,0.22,NA,0.16
"91","f7fc7031a2d45b87298af1cab9dca9ab","Bacteria",1,"Firmicutes",0.83,"Clostridia",0.8,NA,0.76,NA,0.74,NA,0.35
"92","3c86bce08b9f1d3f74f6083d0db287ab","Bacteria",1,"Bacteroidetes",0.9,NA,0.71,NA,0.71,NA,0.56,NA,0.24
"93","c34efa1090bbbde47f2e4af185e32d03","Bacteria",1,NA,0.76,NA,0.7,NA,0.7,NA,0.2,NA,0.19
"94","3017987a562cb22cc2c1567a6b44b2ca","Bacteria",1,"Actinobacteria",0.96,"Actinobacteria",0.96,"Actinomycetales",0.93,NA,0.15,NA,0.05
"95","54ff67e6f79e6271526f18e9ccf49586","Bacteria",1,NA,0.75,NA,0.65,NA,0.65,NA,0.24,NA,0.17
"96","fd8c9b4652342dc0619c431da9c05915","Bacteria",1,NA,0.68,NA,0.55,NA,0.54,NA,0.28,NA,0.15
"97","52f00d399133d977a9c062b1bcd83508","Bacteria",1,NA,0.52,NA,0.28,NA,0.28,NA,0.24,NA,0.09
"98","2e31f21b965def51bd508bc288cea2f7","Bacteria",1,NA,0.79,NA,0.34,NA,0.34,NA,0.31,NA,0.14
"99","8cd7c305064605129fc5c365120da905","Bacteria",0.99,"Bacteroidetes",0.98,"Bacteroidia",0.96,"Bacteroidales",0.96,"Prevotellaceae",0.82,NA,0.64
"100","de38929ba1b81e39c10f417d94625ea7","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.95,"Clostridiales",0.95,"Clostridiales_Incertae Sedis XIII",0.87,"Anaerovorax",0.86
"101","0d479875857ea2921f19d3feb1b722ca","Bacteria",0.98,NA,0.62,NA,0.25,NA,0.1,NA,0.08,NA,0.08
"102","b4faee3458e018f46d2aeff6526782e9","Bacteria",1,NA,0.74,NA,0.71,NA,0.69,NA,0.15,NA,0.08
"103","fb10ed696c861cedb2061d6ed96a7b59","Bacteria",1,"Bacteroidetes",0.9,NA,0.76,NA,0.76,NA,0.68,NA,0.45
"104","4e97320486fc448acfd3d3cec7b48e16","Bacteria",1,NA,0.59,NA,0.38,NA,0.37,NA,0.18,NA,0.18
"105","1ee8121fc3fff1f6f1cf017cfed1cee5","Bacteria",1,"TM7",0.88,"TM7_genera_incertae_sedis",0.88,"TM7_genera_incertae_sedis",0.88,"TM7_genera_incertae_sedis",0.88,"TM7_genera_incertae_sedis",0.88
"106","e8032e668c575e555d6d94ac6c2ea269","Bacteria",0.98,NA,0.46,NA,0.39,NA,0.35,NA,0.16,NA,0.13
"107","18b18c475de91988ce2ffc70a436173d","Bacteria",1,"Firmicutes",0.86,"Clostridia",0.82,"Clostridiales",0.82,NA,0.79,NA,0.51
"108","2358d06381f085ccbd2fe486fe561968","Bacteria",1,"Proteobacteria",0.93,"Deltaproteobacteria",0.92,"Desulfobacterales",0.91,"Desulfobulbaceae",0.91,NA,0.79
"109","cb4845dd022dd775b66cb887533b82cb","Bacteria",1,"Bacteroidetes",0.95,NA,0.67,NA,0.67,NA,0.23,NA,0.23
"110","2193ce1ecd4fc06df3296176a86d80e1","Bacteria",0.83,NA,0.41,NA,0.41,NA,0.41,NA,0.4,NA,0.4
"111","509c682cd75153f94b555927b02680ca","Bacteria",0.99,NA,0.63,NA,0.53,NA,0.49,NA,0.3,NA,0.21
"112","3dce6bf539e462097b3ee51679f471f4","Bacteria",1,NA,0.72,NA,0.66,NA,0.65,NA,0.51,NA,0.18
"113","6d9fbf5354a4e1b0a76ff5c6f30e2492","Bacteria",0.99,NA,0.51,NA,0.24,NA,0.23,NA,0.13,NA,0.1
"114","4fe68bbe2f3a42d3455d969051990cd8","Bacteria",1,"Proteobacteria",0.91,"Gammaproteobacteria",0.86,NA,0.36,NA,0.36,NA,0.36
"115","9098b7506564cf6431dcf18c9a171682","Bacteria",1,NA,0.43,NA,0.18,NA,0.18,NA,0.09,NA,0.09
"116","383b5311acd304c0b776f99d9deea2e7","Bacteria",1,"Firmicutes",0.99,"Erysipelotrichia",0.99,"Erysipelotrichales",0.99,"Erysipelotrichaceae",0.99,"Solobacterium",0.97
"117","a9d403d66631753e890764c950ab82fe","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.98,"Clostridiales",0.98,"Lachnospiraceae",0.97,"Butyrivibrio",0.84
"118","08a10fe150c88872c9ff7d0adb83563f","Bacteria",1,NA,0.19,NA,0.14,NA,0.14,NA,0.14,NA,0.14
"119","6218689f774403c030a61140729eb1af","Bacteria",1,"Proteobacteria",0.89,"Deltaproteobacteria",0.83,NA,0.76,NA,0.75,NA,0.71
"120","c83c044afa380b3713355b1c64fe0060","Bacteria",1,"Firmicutes",0.89,"Clostridia",0.86,"Clostridiales",0.86,"Lachnospiraceae",0.86,NA,0.71
"121","32d5e3271afc9f41509e225ea7da1afb","Bacteria",0.95,NA,0.31,NA,0.26,NA,0.19,NA,0.19,NA,0.12
"122","459427c4a6b86185bdcfb7a07fb43480","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.96,"Clostridiales",0.96,"Lachnospiraceae",0.93,"Butyrivibrio",0.89
"123","69bde5f55f848172228da31da51656c4","Bacteria",0.98,"Firmicutes",0.8,NA,0.77,NA,0.73,NA,0.48,NA,0.22
"124","9bff81592b3a9366a062ecd4d117a05d","Bacteria",1,NA,0.77,NA,0.74,NA,0.73,NA,0.71,NA,0.42
"125","9c9b0600179637f8d2fe9041e5f6ec5f","Bacteria",1,"Firmicutes",0.88,"Clostridia",0.87,"Clostridiales",0.86,NA,0.67,NA,0.64
"126","b5a6744480da5bc58d3f8ba9b022785c","Bacteria",1,NA,0.71,NA,0.39,NA,0.39,NA,0.28,NA,0.14
"127","ccc3d8a2d91e58d245278ce6aedd270a","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.93,"Clostridiales",0.93,"Lachnospiraceae",0.92,NA,0.57
"128","7b8b0754e77a2ded89af82485f53b3a8","Bacteria",1,"Bacteroidetes",0.97,"Bacteroidia",0.87,"Bacteroidales",0.87,"Prevotellaceae",0.81,NA,0.54
"129","938159938a86d0b0ba50a7bc3f1a5792","Bacteria",0.98,"Bacteroidetes",0.81,NA,0.58,NA,0.58,NA,0.19,NA,0.19
"130","7da86d2cc44055a16d739e14f9e6d53e","Bacteria",0.95,NA,0.51,NA,0.24,NA,0.03,NA,0.03,NA,0.03
"131","e0519c3e57a80e209bdbf6cc3f92c209","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.93,"Clostridiales",0.93,"Lachnospiraceae",0.9,NA,0.72
"132","d1469c7a3171c9b5b955a37d3c3a4b72","Bacteria",0.99,"Bacteroidetes",0.98,"Bacteroidia",0.84,"Bacteroidales",0.84,NA,0.71,NA,0.56
"133","2b672245c09da514b32472b449ae9aa8","Bacteria",1,"Firmicutes",0.97,"Clostridia",0.94,"Clostridiales",0.94,NA,0.7,NA,0.27
"134","5bd4ddd57cfac0d76bb7d2bd64bf421e","Bacteria",1,"Firmicutes",0.81,"Clostridia",0.8,"Clostridiales",0.8,NA,0.57,NA,0.27
"135","76d78a3f457df64c1bcce483a84cea6c","Bacteria",0.99,"Firmicutes",0.89,"Clostridia",0.84,"Clostridiales",0.83,NA,0.7,NA,0.23
"136","143f885e109279054ed79d2058667475","Bacteria",1,"Proteobacteria",0.94,"Gammaproteobacteria",0.84,NA,0.35,NA,0.35,NA,0.35
"137","625fb2d6adfb1a644581ed9ed161a3b5","Bacteria",1,NA,0.71,NA,0.65,NA,0.65,NA,0.2,NA,0.19
"138","162526fd3e2d0df284e8b39206fa515b","Bacteria",1,"Firmicutes",0.99,"Erysipelotrichia",0.99,"Erysipelotrichales",0.99,"Erysipelotrichaceae",0.99,"Solobacterium",0.97
"139","1b4fd1746eb41f2221809d553c6f0dc9","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Neisseriales",0.92,"Neisseriaceae",0.92,NA,0.38
"140","3a74da74fd053a940404c2b3ae4697bf","Bacteria",1,"Firmicutes",0.9,"Clostridia",0.88,"Clostridiales",0.88,"Clostridiales_Incertae Sedis XIII",0.83,NA,0.58
"141","9e36054c625fa970e797e47c57c1ac7b","Bacteria",0.96,NA,0.71,NA,0.51,NA,0.51,NA,0.42,NA,0.11
"142","ad5907f4685f1f33d63a070fa7bc6f19","Bacteria",0.98,NA,0.77,NA,0.42,NA,0.42,NA,0.3,NA,0.26
"143","2eae4eef7705c787e3acc6a7ebecd921","Bacteria",1,NA,0.72,NA,0.63,NA,0.63,NA,0.12,NA,0.06
"144","835e3f812d79f5a67cb3bf950bf9971f","Bacteria",1,NA,0.69,NA,0.52,NA,0.52,NA,0.52,NA,0.4
"145","9b3c48548e9d3a760c00285fcd8e7d3b","Bacteria",1,NA,0.54,NA,0.54,NA,0.53,NA,0.36,NA,0.36
"146","fb8c27950e86780d3779f89d653c2ede","Bacteria",0.99,NA,0.77,NA,0.63,NA,0.63,NA,0.59,NA,0.16
"147","6cb2084d5a66772883f384e1f4169b41","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.89,"Clostridiales",0.87,NA,0.74,NA,0.38
"148","726618766bd5860397d768b88d805c3e","Bacteria",1,NA,0.69,NA,0.69,NA,0.43,NA,0.43,NA,0.21
"149","a39f4784f934e154a40470b9cc5aca96","Bacteria",1,NA,0.66,NA,0.64,NA,0.64,NA,0.15,NA,0.14
"150","ee89d88abe5c5d3d7be4b447affe1fd4","Bacteria",0.99,NA,0.08,NA,0.08,NA,0.08,NA,0.08,NA,0.08
"151","8047a2afe5237e8f7f15880d96b5648b","Bacteria",0.99,NA,0.2,NA,0.13,NA,0.13,NA,0.13,NA,0.13
"152","922f3647066941a077386bc53797b144","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.75
"153","d033f023244668e8026020fe3be1afb2","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.98,NA,0.27
"154","065d1504eb0f0fb20df4ca884efb4fa9","Bacteria",1,"Firmicutes",0.92,"Clostridia",0.92,"Clostridiales",0.92,NA,0.77,NA,0.27
"155","d859243dc016b3d97a4d6a8d6d7f2bff","Bacteria",0.99,NA,0.47,NA,0.19,NA,0.19,NA,0.17,NA,0.16
"156","e05e42cb298e8cf9c09056613228acdd","Bacteria",1,"Firmicutes",0.92,"Clostridia",0.92,"Clostridiales",0.91,"Lachnospiraceae",0.83,NA,0.33
"157","a9da13ea08ed887a1e22f40b5048757b","Bacteria",1,NA,0.75,NA,0.66,NA,0.66,NA,0.3,NA,0.06
"158","bd5be6bcc88cbb851a606df02b5b0c48","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Aeromonadales",1,"Succinivibrionaceae",1,"Ruminobacter",1
"159","a743454f843f334fb3ef724a8978a0c8","Bacteria",0.99,"Bacteroidetes",0.87,NA,0.76,NA,0.76,NA,0.58,NA,0.24
"160","eee68b2e2e20c4a0e39ebcd02b098bac","Bacteria",0.99,"Firmicutes",0.98,"Clostridia",0.95,"Clostridiales",0.95,"Lachnospiraceae",0.95,NA,0.7
"161","2294af9b1d7abbbfbe8abe97a6d29f44","Bacteria",1,"Firmicutes",0.88,"Clostridia",0.83,"Clostridiales",0.83,NA,0.7,NA,0.42
"162","9bf0d587cd578ad6de720a45119cc042","Bacteria",0.99,"Bacteroidetes",0.92,NA,0.45,NA,0.45,NA,0.39,NA,0.19
"163","0c7081efaaf4bb14e5b27f39ab87473e","Bacteria",1,"Bacteroidetes",0.97,NA,0.29,NA,0.29,NA,0.21,NA,0.12
"164","2c63a10e4ed9368421d66740c4bbcc47","Bacteria",1,NA,0.56,NA,0.23,NA,0.23,NA,0.17,NA,0.12
"165","5c0c17c73e8121208ca98976bb09e52f","Bacteria",0.97,"Bacteroidetes",0.91,NA,0.37,NA,0.37,NA,0.32,NA,0.19
"166","7e5f7a40ff680a081be3fb5245677a19","Bacteria",1,NA,0.74,NA,0.5,NA,0.48,NA,0.18,NA,0.18
"167","80dfa53e405eaff3a5c462aa6f0ddbdc","Bacteria",1,"Firmicutes",0.84,"Clostridia",0.82,"Clostridiales",0.82,NA,0.78,NA,0.36
"168","8fbc4a4deae64ab9ecb53ef596e745a8","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,NA,0.51
"169","b50880c36b4758ac8da721e5a969a1a8","Bacteria",0.99,"Bacteroidetes",0.98,"Bacteroidia",0.81,"Bacteroidales",0.81,NA,0.71,NA,0.64
"170","d34fcd346c2ea252fc862bd48b6f297a","Bacteria",1,"Bacteroidetes",0.95,"Bacteroidia",0.9,"Bacteroidales",0.9,"Prevotellaceae",0.89,NA,0.76
"171","41e3bb503e4a8bfaf6c31e624551f5c5","Bacteria",1,"Firmicutes",0.85,NA,0.76,NA,0.76,NA,0.47,NA,0.42
"172","9d37d536dfe3951b7738202b479f716b","Bacteria",1,"Bacteroidetes",0.97,"Bacteroidia",0.83,"Bacteroidales",0.83,NA,0.75,NA,0.31
"173","9e5fb0c6006ca7fed30e7bdd99cc72fd","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.89,"Clostridiales",0.89,NA,0.73,NA,0.26
"174","c55adb78c7a7127282ef42523cddcd28","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Lachnospiraceae",0.98,"Butyrivibrio",0.91
