"","fasta_header","domain","domain_conf","phylum","phylum_conf","class","class_conf","order","order_conf","family","family_conf","genus","genus_conf"
"22","73d6458740830fe1c09b80557eb6bf3c","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,"Olsenella",0.85
"23","76284002d65470f2cd2bdd0cf52d7002","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.98,"Desulfobacterales",0.89,"Desulfobulbaceae",0.85,"Desulfobulbus",0.83
"24","ab53cd0cdd0ea02cae6012e3e94fef50",NA,0.29,NA,0.15,NA,0.15,NA,0.09,NA,0.09,NA,0.07
"25","925f59dbbc6b10e42b21b16cb4c69e2e","Bacteria",1,"Proteobacteria",0.99,"Gammaproteobacteria",0.89,NA,0.71,NA,0.71,NA,0.7
"26","fdf79fb703036a5e0888eb618c78316f","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Coriobacteriales",1,"Coriobacteriaceae",1,"Olsenella",1
"27","0776aea904ae63d91cad2fa76e30c738","Bacteria",0.87,NA,0.23,NA,0.09,NA,0.08,NA,0.08,NA,0.06
"28","8333b95caac47fad4af7e8ccedd8d3ec","Bacteria",1,"Proteobacteria",0.89,"Deltaproteobacteria",0.88,"Desulfovibrionales",0.82,NA,0.65,NA,0.41
"29","42875976e44965f27fd2238344d666de","Bacteria",1,"Firmicutes",0.81,NA,0.56,NA,0.55,NA,0.22,NA,0.08
"30","b88f10e2deb9045220777029d7ab6ba1","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",0.99,"Desulfobacterales",0.93,"Desulfobulbaceae",0.83,"Desulfobulbus",0.82
"31","74b5be660673b3f314a01200fa128731","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Bifidobacteriales",0.99,"Bifidobacteriaceae",0.99,NA,0.48
"32","5fda4e362f66636b2d4d4d85d6bcc671","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.98,"Desulfobacterales",0.86,"Desulfobulbaceae",0.81,"Desulfobulbus",0.8
"33","df9fbee68fef8fe87148aeff0f3f2caf","Bacteria",1,"Firmicutes",0.93,"Clostridia",0.93,"Clostridiales",0.93,"Ruminococcaceae",0.92,NA,0.12
"34","f6a55b36821be5f810347f7dcd95fad9","Bacteria",0.89,NA,0.35,NA,0.24,NA,0.24,NA,0.05,NA,0.05
"35","cbd64940d72c4a364ed301899a1649c9",NA,0.15,NA,0.13,NA,0.06,NA,0.04,NA,0.04,NA,0.04
"36","8453f3ff61fa84d348eb469feceaa082","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.23
"37","7d925a42ca62b0236ab92bd72a957101","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.46
"38","6f399e337be49ba378daef7a08d85963","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.43
"39","e3de52dceccc110eddf6878af41fffa5","Bacteria",1,"Bacteroidetes",0.96,NA,0.55,NA,0.55,NA,0.5,NA,0.24
"40","7d3db72ede7875e656dc4e4edb0ae9d6","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Ruminococcaceae",0.99,NA,0.29
"41","f0789ad7d4d7dd70c74c2606da0e2344","Bacteria",1,"Proteobacteria",0.97,"Deltaproteobacteria",0.97,"Desulfovibrionales",0.94,"Desulfovibrionaceae",0.85,NA,0.48
"42","01556355bc4f438b41cb4f51fdae85b7","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.98,"Clostridiales",0.98,"Lachnospiraceae",0.97,"Clostridium XlVb",0.96
"43","aa331fb0cd2021c037952d7f289cf110","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.99,"Desulfobacterales",0.9,"Desulfobulbaceae",0.87,"Desulfobulbus",0.87
"44","6805a00862f9922e63e839f76a2245e9","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Megasphaera",1
"45","1db60386df6c4227ce924d1958eab729","Bacteria",1,NA,0.71,NA,0.6,NA,0.54,NA,0.05,NA,0.05
"46","04998e36153dda61b9a88460c8d25412","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.95,"Clostridiales",0.95,"Ruminococcaceae",0.94,NA,0.35
"47","cdd6ad1cd20f7a92c7464188353470df","Bacteria",1,NA,0.76,NA,0.69,NA,0.67,NA,0.3,NA,0.25
"48","e1439b062dc12bcd1995c4fea2b39927","Bacteria",0.99,NA,0.33,NA,0.22,NA,0.16,NA,0.09,NA,0.03
"49","ffff98114460acc6e49c65302b15a025","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.93
"50","ec7e82b8de219da9d4f133cc78c3deb3","Bacteria",0.93,NA,0.24,NA,0.08,NA,0.06,NA,0.06,NA,0.05
"51","157f326f9d8d70c0b80ccc8e028de927","Bacteria",1,"Firmicutes",1,"Negativicutes",0.99,"Selenomonadales",0.99,"Acidaminococcaceae",0.97,"Succiniclasticum",0.96
"52","8e3a852d7228423d21c68b5075f667c8","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",0.96,"Succiniclasticum",0.96
"53","44f66d4433f6e6f6346880f8d98711b6","Bacteria",1,"Bacteroidetes",0.98,NA,0.37,NA,0.37,NA,0.37,NA,0.37
"54","83d2032405ad554a59e471e58d7e018a",NA,0.37,NA,0.32,NA,0.32,NA,0.17,NA,0.17,NA,0.14
"55","8f88315685565ea5679150ffd215b348","Bacteria",1,"Actinobacteria",1,"Actinobacteria",1,"Bifidobacteriales",1,"Bifidobacteriaceae",1,"Bifidobacterium",1
"56","d947a77af268ab31d1de6101f347d875","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Schwartzia",1
"57","ace140d251b556ed1839201340474359","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,NA,0.32,NA,0.25,NA,0.25
"58","7f65020547e2398555d2d6c0bd09cfa6","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.53
"59","e0d4f31f90446d400dcf488ab8066178","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.25
"60","3efb00e304142b215c5427b15ed40104","Bacteria",1,"Firmicutes",0.91,"Clostridia",0.91,"Clostridiales",0.91,"Ruminococcaceae",0.89,NA,0.19
"61","0d5513bcae2a7911052fa891aaf7e6dc","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",1
"62","d802843c3dc8111329d8389368064778","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.88,NA,0.33,NA,0.31,NA,0.25
"63","5ab73d7aec5dd4282d733fa2bc1c42cd","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",1,"Desulfobacterales",0.91,"Desulfobulbaceae",0.88,"Desulfobulbus",0.88
"64","a0cdaf33b31464e4fce1faca024a0846","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.98,"Desulfobacterales",0.87,"Desulfobulbaceae",0.85,"Desulfobulbus",0.83
"65","54d0c90b6d3025b7201e30eea0362e2c","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",1,"Ruminococcus",1
"66","ed35ccab812887312e9da2b02fb58665","Bacteria",1,"Firmicutes",0.99,"Negativicutes",0.94,"Selenomonadales",0.94,"Acidaminococcaceae",0.86,"Succiniclasticum",0.83
"67","c5d92ac66394847b6951d39f30827355","Bacteria",1,NA,0.33,NA,0.27,NA,0.17,NA,0.17,NA,0.17
"68","f6128466b62f97792a58849839087c81","Bacteria",1,"Proteobacteria",0.97,"Deltaproteobacteria",0.97,"Desulfobacterales",0.93,"Desulfobulbaceae",0.86,"Desulfobulbus",0.86
"69","2f16a283304551120dbfe05adbb1da69","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.95,"Desulfobacterales",0.85,NA,0.76,NA,0.76
"70","00aed8853a9284cab895ee5d045b7b52","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.55
"71","86cfd7b0b1b8036fdee386503b2edb3f","Bacteria",1,NA,0.68,NA,0.66,NA,0.66,NA,0.62,NA,0.25
"72","b8449bdf84a764a30f26aa3c2d5f5a9b","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.45
"73","5719c65f695e9a1389570b008e59c01d","Bacteria",1,NA,0.78,NA,0.68,NA,0.62,NA,0.41,NA,0.17
"74","3cbd8409f3e579203c5684ca18a6e0a4","Bacteria",1,NA,0.37,NA,0.37,NA,0.37,NA,0.37,NA,0.09
"75","5590010997bf815059ba8704a89d22ee","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.79
"76","6c45525bf59f279af667211b0d803f9b","Bacteria",1,"Firmicutes",0.87,NA,0.68,NA,0.66,NA,0.14,NA,0.06
"77","6e4c8f972fceacccb9bac5155e5e49a0","Bacteria",1,"Firmicutes",0.94,"Clostridia",0.91,"Clostridiales",0.91,"Ruminococcaceae",0.82,NA,0.58
"78","676df2522e4b4518dc60e971f460522e","Bacteria",1,"Proteobacteria",0.98,"Deltaproteobacteria",0.94,"Desulfobacterales",0.85,"Desulfobulbaceae",0.83,"Desulfobulbus",0.82
"79","5c1fe584e5bd0a79abdbc520a81f259d","Bacteria",1,NA,0.45,NA,0.36,NA,0.35,NA,0.12,NA,0.12
"80","fa25ad543e882007e08ee3a1e5f299ad","Bacteria",1,NA,0.23,NA,0.23,NA,0.23,NA,0.23,NA,0.11
"81","959f71f62864bca84b060e577a9610db","Bacteria",1,NA,0.52,NA,0.42,NA,0.4,NA,0.07,NA,0.07
"82","ee63bc742f7dd3fb6dba41167a3b8620","Bacteria",0.89,NA,0.33,NA,0.15,NA,0.08,NA,0.07,NA,0.04
"83","a8e52f0cf4a482ae0c93b29e54ac0a4f","Bacteria",0.8,NA,0.15,NA,0.15,NA,0.14,NA,0.14,NA,0.12
"84","9b70e444d6c680853391cd7fd8241b18","Bacteria",1,"Firmicutes",0.8,NA,0.72,NA,0.7,NA,0.21,NA,0.2
"85","fc8183145406a9ab7e7b9f19e1a39eb0","Bacteria",1,NA,0.75,NA,0.38,NA,0.36,NA,0.08,NA,0.05
"86","4122879309161303aacd54a32a75c307","Bacteria",1,NA,0.26,NA,0.26,NA,0.26,NA,0.26,NA,0.23
"87","833d59c6d7a4cdaa8921109636b7c40d","Bacteria",1,NA,0.41,NA,0.38,NA,0.25,NA,0.03,NA,0.02
"88","722c6b180bb04951b157a915d79443cd","Bacteria",1,"Firmicutes",0.87,NA,0.64,NA,0.64,NA,0.07,NA,0.05
"89","0709ab13d98ba0a4cc415d5fcfc5c0ed","Bacteria",0.89,NA,0.39,NA,0.2,NA,0.16,NA,0.15,NA,0.13
"90","5025a1036b1c5135e607caf80688476b","Bacteria",1,"Firmicutes",0.99,NA,0.67,NA,0.55,NA,0.23,NA,0.23
"91","e0d51ed9989f2d13fa90f5a438822ab0","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",0.99,"Neisseriales",0.97,"Neisseriaceae",0.97,NA,0.44
"92","028ed8e64926aa743156761a4a736198","Bacteria",1,"Proteobacteria",0.97,"Deltaproteobacteria",0.97,"Desulfuromonadales",0.94,NA,0.61,NA,0.55
"93","338aeb345ebf14f83260d10027910279","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",1
"94","c2f98e85d28ad65fb8c24f6ce471b757","Bacteria",1,NA,0.65,NA,0.57,NA,0.51,NA,0.07,NA,0.07
"95","80b3cb004a5b24de0b0a7b06aad2f86c","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.39
"96","eabf4843268890f7068ba109abdc7cb7","Archaea",1,"Euryarchaeota",1,"Methanobacteria",1,"Methanobacteriales",1,"Methanobacteriaceae",1,"Methanobrevibacter",1
"97","8304af65a21bbb07c41ee3940bcd221e","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",0.99
"98","b2b7d2fdaed95bc75626aac6f334cb13","Bacteria",1,"Proteobacteria",0.99,"Deltaproteobacteria",0.94,"Desulfobacterales",0.8,NA,0.75,NA,0.75
"99","a16e360cc5e863de75a7d53eb26cd169","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.95,"Clostridiales",0.95,"Lachnospiraceae",0.9,NA,0.41
"100","7ff140ec99a67c1514e16076a9af1724","Bacteria",1,"Proteobacteria",0.98,"Deltaproteobacteria",0.96,"Desulfobacterales",0.9,"Desulfobulbaceae",0.82,"Desulfobulbus",0.81
"101","14372d07f1f54b0daed9eb5dcc1d6fb8","Bacteria",1,"Proteobacteria",0.98,"Deltaproteobacteria",0.97,"Desulfobacterales",0.91,"Desulfobulbaceae",0.9,"Desulfobulbus",0.9
"102","f5b3e472ca77c74a1a917db55d768a6e","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.96,"Clostridiales",0.96,"Ruminococcaceae",0.96,NA,0.27
"103","a8d784639e390c7c829bdb9e421aaa90","Bacteria",0.82,NA,0.02,NA,0.02,NA,0.02,NA,0.02,NA,0.02
"104","a73cfd1cea057253f9fcd554026461f2","Bacteria",0.86,NA,0.12,NA,0.12,NA,0.12,NA,0.12,NA,0.12
"105","ab0301ca531b217a449ef615c82d33f7","Bacteria",1,NA,0.19,NA,0.19,NA,0.19,NA,0.19,NA,0.09
"106","bc2bd3664ca59a2125a382b097033d16","Bacteria",1,NA,0.59,NA,0.58,NA,0.58,NA,0.55,NA,0.24
"107","630bb73fe6511a93801d18a0563e352c","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Aeromonadales",1,"Succinivibrionaceae",1,"Succinivibrio",1
"108","f296fd7b9fe30d626bcd479f79def22d","Bacteria",0.86,NA,0.39,NA,0.2,NA,0.04,NA,0.04,NA,0.04
"109","00e09f4abfce8da27b289042eafe9731","Bacteria",1,"Firmicutes",0.95,"Clostridia",0.95,"Clostridiales",0.95,"Ruminococcaceae",0.94,NA,0.31
"110","e405140b9b1bbe0ba34d8db8a97ebd01",NA,0.12,NA,0.11,NA,0.05,NA,0.04,NA,0.04,NA,0.04
"111","402b62b75adb75e1b7f5259e4e45bea7","Bacteria",1,"Proteobacteria",0.98,"Deltaproteobacteria",0.97,"Desulfobacterales",0.86,"Desulfobulbaceae",0.85,"Desulfobulbus",0.83
"112","b3cb210a29b279d34b0912c1fcf8fbaa","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.93
"113","65857259616cd1ad57fcc5a448aa678e","Bacteria",1,"Proteobacteria",0.94,"Deltaproteobacteria",0.94,"Desulfovibrionales",0.9,"Desulfovibrionaceae",0.81,NA,0.46
"114","6459b84bbb50c10ad6b986743e664638","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.38
"115","d338799dcbab2e6a5092df5ab1063daa","Bacteria",1,"Proteobacteria",1,"Deltaproteobacteria",0.99,"Desulfobacterales",0.93,"Desulfobulbaceae",0.93,"Desulfobulbus",0.92
"116","23a541d223fbd313f9f9b18b28122a5a","Bacteria",1,NA,0.3,NA,0.3,NA,0.3,NA,0.3,NA,0.14
"117","83194c2c0b8b9f932ef3272913985b7c","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.94,"Clostridiales",0.94,"Ruminococcaceae",0.93,NA,0.53
"118","b9d43de6700005244be83c158fbcf30b","Bacteria",1,"Firmicutes",0.98,"Clostridia",0.98,"Clostridiales",0.98,"Ruminococcaceae",0.97,NA,0.32
"119","56757e0770f80cfd1abaa587f51d197f","Bacteria",1,NA,0.78,NA,0.77,NA,0.66,NA,0.45,NA,0.36
"120","02e5d6bf299daf8c96de58175e04d088","Bacteria",1,NA,0.7,NA,0.64,NA,0.57,NA,0.2,NA,0.2
"121","57d43bd6e8f25aee1a9cab30b1978996","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Anaerovibrio",1
"122","ba27b0f0a1b0bb21ed02d12c4d5124b8","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.4
"123","d50a8c7ed954e4bc3e2618c5b0bea3e4","Bacteria",1,NA,0.49,NA,0.48,NA,0.21,NA,0.07,NA,0.05
"124","2caaa5b6cb0a5a85c2f84d163168a924","Bacteria",1,"Actinobacteria",0.88,"Actinobacteria",0.88,"Coriobacteriales",0.86,"Coriobacteriaceae",0.86,NA,0.77
"125","5176ccdb55a584c96559412be28ec0f8","Bacteria",1,"Proteobacteria",0.97,"Deltaproteobacteria",0.97,"Desulfovibrionales",0.95,NA,0.76,NA,0.64
"126","9320dfd82d5e715ffec25d9681c421fc","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Ruminococcaceae",0.97,NA,0.44
"127","d63cb0e12f3e96ede17a02ac2edbeb96","Bacteria",1,NA,0.54,NA,0.44,NA,0.42,NA,0.05,NA,0.05
"128","6750ba4b037c3d0cf947ba7074a0db98","Bacteria",1,"Actinobacteria",0.92,"Actinobacteria",0.92,"Actinomycetales",0.91,NA,0.47,NA,0.46
"129","f73a1e33a1118f289dcce2eaf7b557e6","Bacteria",1,"Proteobacteria",0.98,"Deltaproteobacteria",0.98,"Desulfobacterales",0.96,"Desulfobulbaceae",0.94,"Desulfobulbus",0.94
"130","395405f9e074e2c3963301e42838deb0","Bacteria",1,NA,0.31,NA,0.31,NA,0.31,NA,0.31,NA,0.19
"131","9fff137ef8fcc112f43d4cca54731f70","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",0.99,"Comamonadaceae",0.99,"Brachymonas",0.9
"132","dae564eb2e002135a1399e8b2634784a","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Megasphaera",1
"133","706ee3383d828be447ed9176a00bd7e1","Bacteria",1,NA,0.74,NA,0.53,NA,0.53,NA,0.11,NA,0.11
"134","2fe3266ed3e4b8bbef7674a6375d1eb6","Bacteria",1,"Firmicutes",0.99,"Negativicutes",0.96,"Selenomonadales",0.96,NA,0.68,NA,0.67
"135","d075035fcadafe2f2d02ef8ccd3b4b37","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.36
"136","7bc8ec362658f7bf701e3bff576537f4","Bacteria",1,NA,0.74,NA,0.41,NA,0.37,NA,0.1,NA,0.05
"137","7c7565fffaa62ba0b9665aa71df702d2","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.12
"138","f666f5a185c1c1e6e084f7cb5935ba8b","Bacteria",1,"Firmicutes",0.8,NA,0.67,NA,0.66,NA,0.07,NA,0.07
"139","9015bc456db52d93edad861b67b9eed8","Bacteria",0.97,NA,0.06,NA,0.05,NA,0.05,NA,0.05,NA,0.05
"140","8107237763404d019f3dfdc0a3abed44","Bacteria",1,NA,0.73,NA,0.65,NA,0.63,NA,0.27,NA,0.26
"141","48ba28a88c48f05ea77827df06deb486",NA,0.77,NA,0.06,NA,0.06,NA,0.06,NA,0.06,NA,0.06
"142","7f8bd1f5f112bbf8eee3198e570a1d50","Bacteria",1,"Firmicutes",0.97,"Clostridia",0.97,"Clostridiales",0.97,"Ruminococcaceae",0.88,NA,0.53
"143","222cd52554767ac387d9e52e02b52e21","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Ruminococcaceae",0.99,NA,0.33
"144","bc1a7efcbcf3ea7a49d910cb021d8cdc","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.49
"145","59f1600515dfdf4a73bf9e745d3e6896","Bacteria",1,"Proteobacteria",1,"Betaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Brachymonas",0.83
"146","1c5171ff1aa39ce6f522359b5ade69cd","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Veillonellaceae",1,"Megasphaera",1
"147","359e462da5cfa9ae7b9375e478ad1cb1","Bacteria",1,"TM7",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1,"TM7_genera_incertae_sedis",1
"148","1e5c62d4e345ce5e59f3b89f38c0788d","Bacteria",1,"Firmicutes",1,"Negativicutes",0.94,"Selenomonadales",0.94,"Veillonellaceae",0.94,"Megasphaera",0.85
"149","8eb20ef0d7218f3da33db7180e9d1028","Bacteria",1,NA,0.7,NA,0.67,NA,0.6,NA,0.51,NA,0.5
"150","1b4a6ae6c390870fa54a1be54cb99036","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,"Butyrivibrio",0.82
"151","0a2457543da33a23eace98aa8baec15f","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",0.99,NA,0.24
"152","f7b7714610e7206c5cbf776886525d88","Bacteria",1,NA,0.79,NA,0.72,NA,0.71,NA,0.28,NA,0.23
"153","49228a7f9b05eb14ef374cb2861102ed","Bacteria",1,"Firmicutes",1,"Negativicutes",1,"Selenomonadales",1,"Acidaminococcaceae",1,"Succiniclasticum",1
"154","dfab77798441fb5cd3b3d3a7c6f1ac9d","Bacteria",1,"Firmicutes",0.99,"Clostridia",0.99,"Clostridiales",0.99,"Ruminococcaceae",0.99,NA,0.77
"155","dbdb596484b881493671f23a1af1c7f0","Bacteria",1,"Firmicutes",0.96,"Clostridia",0.96,"Clostridiales",0.96,"Ruminococcaceae",0.96,NA,0.54
"156","73c101ef82a466e695dc870c2d00240e","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.26
"157","882448b62ce81a4de830beda42021bbf","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Lachnospiraceae",1,NA,0.27
"158","69f9ec00ad0df2e29589e1b95e12975f","Bacteria",1,"Firmicutes",1,"Clostridia",1,"Clostridiales",1,"Ruminococcaceae",0.98,"Ruminococcus",0.97
"159","bacfa1185cf791796c098f1e1e60e0ea","Bacteria",0.92,NA,0.01,NA,0.01,NA,0.01,NA,0.01,NA,0.01
"160","169b5239b02b7f48635a49f215c0a8ed","Bacteria",1,"Proteobacteria",0.96,"Deltaproteobacteria",0.94,"Desulfobacterales",0.9,NA,0.78,NA,0.78
"161","c985c3ec369930c96c77247e6fff6fb1","Bacteria",1,"Firmicutes",0.82,NA,0.76,NA,0.74,NA,0.25,NA,0.21
"162","48333921ad62bbf63ac6b66002351868","Bacteria",0.88,NA,0.01,NA,0.01,NA,0.01,NA,0.01,NA,0.01
"163","dcd408eb0ddbd6314fd77d09de550c2b",NA,0.74,NA,0.23,NA,0.23,NA,0.17,NA,0.17,NA,0.09
"164","d87f5e25b82279235dfbbf5dac8c412e","Bacteria",0.97,NA,0.06,NA,0.06,NA,0.02,NA,0.02,NA,0.02
"165","3dd8edd5eddd2ab76153dd728312767d","Bacteria",0.97,NA,0.27,NA,0.16,NA,0.11,NA,0.11,NA,0.03
